transaction_id,amount,true_failure_cause,predicted_failure_cause,ai_action,ai_recovered,baseline_action,baseline_recovered
TXN100826,2416.88,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100827,737.78,network_error,network_error,retry_immediate,False,retry_24h,False
TXN100828,494.16,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100829,392.21,bank_timeout,network_error,retry_immediate,False,retry_24h,False
TXN100830,7492.35,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100831,6225.84,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100832,1061.51,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100833,1893.74,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100834,1879.18,bank_timeout,bank_timeout,suggest_alt_payment_method,False,retry_24h,False
TXN100835,3168.87,insufficient_funds,insufficient_funds,suggest_alt_payment_method,False,retry_24h,False
TXN100836,4436.9,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100837,5672.47,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100838,2949.06,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100839,2134.01,network_error,network_error,retry_immediate,False,retry_24h,False
TXN100840,4521.71,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100841,17229.41,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100842,5811.76,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100843,3924.53,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100844,1254.56,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100845,2869.81,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100846,5378.67,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100847,358.02,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100848,747.5,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100849,2207.0,network_error,network_error,retry_immediate,False,retry_24h,True
TXN100850,514.04,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100851,1192.68,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100852,2692.34,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100853,656.66,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100854,648.93,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100855,534.99,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100856,812.39,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100857,484.71,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100858,807.97,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100859,1540.77,bank_timeout,network_error,retry_immediate,True,retry_24h,False
TXN100860,1779.29,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100861,3936.51,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100862,1816.78,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100863,1859.4,network_error,network_error,retry_24h,False,retry_24h,False
TXN100864,6416.18,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100865,1437.29,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100866,6150.8,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100867,2340.93,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100868,15056.39,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100869,1458.96,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100870,4376.03,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100871,3607.75,bank_timeout,network_error,retry_immediate,False,retry_24h,True
TXN100872,1876.85,insufficient_funds,insufficient_funds,suggest_alt_payment_method,True,retry_24h,False
TXN100873,4922.18,insufficient_funds,insufficient_funds,suggest_alt_payment_method,False,retry_24h,True
TXN100874,5071.99,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100875,4919.44,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100876,2760.13,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100877,6010.33,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100878,3186.6,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100879,2024.89,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100880,1329.82,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100881,1136.06,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100882,662.31,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100883,1304.17,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100884,3585.35,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100885,1777.55,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100886,4145.31,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100887,2776.98,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100888,1959.7,network_error,network_error,retry_immediate,False,retry_24h,True
TXN100889,2150.63,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100890,5476.03,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100891,7350.81,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100892,814.37,network_error,network_error,retry_immediate,False,retry_24h,False
TXN100893,2714.48,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100894,19089.76,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100895,3246.05,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100896,3992.9,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100897,617.56,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100898,2424.57,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100899,1562.65,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100900,6357.77,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,True
TXN100901,1683.75,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100902,828.07,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100903,3443.36,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100904,2896.37,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100905,999.02,network_error,network_error,retry_immediate,False,retry_24h,True
TXN100906,6498.7,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100907,1103.28,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100908,1152.39,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100909,243.35,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100910,1320.36,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100911,3036.32,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100912,914.98,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100913,541.15,network_error,bank_timeout,retry_2h,True,retry_24h,True
TXN100914,1528.61,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100915,3208.89,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100916,2735.11,network_error,network_error,retry_immediate,False,retry_24h,False
TXN100917,2426.48,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100918,1029.57,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100919,1723.07,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100920,2879.92,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100921,4719.49,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100922,8945.0,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100923,2858.0,network_error,network_error,retry_immediate,False,retry_24h,False
TXN100924,1578.2,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100925,3146.24,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100926,1830.93,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100927,1417.4,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100928,2043.92,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100929,2160.99,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100930,1758.92,network_error,network_error,retry_24h,False,retry_24h,False
TXN100931,6855.24,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100932,1192.45,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100933,2225.92,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100934,1512.44,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100935,1104.04,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100936,3833.43,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100937,1554.48,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100938,2748.26,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100939,2695.58,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100940,3537.17,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100941,5963.29,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100942,3090.13,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100943,10225.38,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100944,1866.2,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100945,1237.51,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100946,466.62,network_error,network_error,suggest_alt_payment_method,False,retry_24h,False
TXN100947,3169.35,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100948,9840.05,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100949,860.06,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100950,4167.41,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100951,7166.79,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100952,2036.24,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100953,1439.91,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100954,493.55,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100955,4086.23,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100956,4641.18,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100957,1459.62,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100958,5251.36,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100959,829.79,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100960,1696.84,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100961,1160.09,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100962,2460.8,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100963,10376.06,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100964,400.05,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100965,773.36,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100966,6054.5,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100967,3445.87,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100968,596.06,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100969,799.23,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100970,324.26,network_error,network_error,retry_immediate,False,retry_24h,True
TXN100971,2391.49,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100972,10478.98,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,True
TXN100973,1617.45,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100974,4091.78,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100975,2541.84,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100976,1555.61,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100977,4074.78,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100978,2403.51,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100979,988.23,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100980,5253.32,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100981,4505.31,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100982,6069.88,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100983,1706.21,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100984,1245.02,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100985,1100.33,network_error,network_error,retry_immediate,False,retry_24h,True
TXN100986,625.5,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100987,243.65,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100988,2075.38,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100989,2158.87,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100990,731.69,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100991,1706.07,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100992,3924.07,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100993,1241.24,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100994,8545.49,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100995,5493.06,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100996,11060.7,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100997,2431.85,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100998,1612.36,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100999,2242.07,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN101000,533.03,bank_timeout,network_error,retry_immediate,False,retry_24h,False
TXN101001,4942.98,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101002,2665.44,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101003,5126.68,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN101004,6353.97,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN101005,3043.89,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101006,3200.71,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN101007,650.89,network_error,network_error,retry_24h,False,retry_24h,False
TXN101008,647.67,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN101009,6874.57,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN101010,1398.49,network_error,network_error,retry_immediate,True,retry_24h,False
TXN101011,775.87,insufficient_funds,insufficient_funds,suggest_alt_payment_method,False,retry_24h,False
TXN101012,187.54,network_error,network_error,retry_immediate,True,retry_24h,True
TXN101013,944.18,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN101014,5026.71,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101015,482.1,bank_timeout,network_error,retry_immediate,False,retry_24h,False
TXN101016,1254.57,network_error,network_error,retry_immediate,True,retry_24h,True
TXN101017,7327.19,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101018,1056.16,network_error,network_error,retry_immediate,False,retry_24h,False
TXN101019,2812.18,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN101020,2377.89,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN101021,5682.25,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN101022,4829.86,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101023,3589.39,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN101024,1210.7,network_error,bank_timeout,retry_2h,False,retry_24h,False
TXN101025,1264.48,network_error,network_error,retry_immediate,True,retry_24h,True
TXN101026,2239.37,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101027,1629.08,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101028,2716.47,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,True
TXN101029,75.54,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN101030,5131.17,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101031,2195.81,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN101032,5428.98,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN101033,1921.98,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101034,1368.51,network_error,bank_timeout,retry_2h,False,retry_24h,True
TXN101035,8447.48,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN101036,3788.97,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN101037,4656.93,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,True
TXN101038,2028.46,insufficient_funds,insufficient_funds,suggest_alt_payment_method,False,retry_24h,False
TXN101039,354.65,network_error,network_error,retry_immediate,True,retry_24h,False
TXN101040,3179.32,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101041,7306.9,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN101042,1433.31,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN101043,3949.28,network_error,network_error,retry_immediate,True,retry_24h,False
TXN101044,1735.65,network_error,network_error,retry_immediate,False,retry_24h,True
TXN101045,1799.2,network_error,network_error,retry_immediate,True,retry_24h,True
TXN101046,2176.67,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,True
TXN101047,2355.47,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN101048,3688.12,insufficient_funds,insufficient_funds,suggest_alt_payment_method,False,retry_24h,False
TXN101049,1507.07,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101050,3578.95,network_error,network_error,retry_immediate,True,retry_24h,False
TXN101051,1681.67,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN101052,13988.85,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101053,4352.6,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN101054,3755.14,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101055,2564.09,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN101056,11609.18,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,True
TXN101057,4785.99,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101058,2384.54,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN101059,3434.41,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN101060,3287.69,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN101061,1746.63,network_error,network_error,retry_immediate,True,retry_24h,False
TXN101062,1249.19,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN101063,1639.44,network_error,network_error,retry_immediate,True,retry_24h,False
TXN101064,1318.18,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN101065,2919.83,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101066,6030.66,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101067,5254.27,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN101068,2962.0,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN101069,1333.86,network_error,network_error,retry_immediate,True,retry_24h,False
TXN101070,5786.93,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,True
TXN101071,4993.53,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101072,4197.22,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN101073,77.01,network_error,network_error,retry_immediate,True,retry_24h,True
TXN101074,2880.61,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101075,1546.21,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN101076,1758.11,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,True
TXN101077,520.21,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN101078,5112.32,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN101079,3296.16,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN101080,3344.15,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN101081,6326.9,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN101082,407.69,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN101083,442.04,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN101084,2035.31,network_error,network_error,retry_immediate,True,retry_24h,True
TXN101085,1496.52,bank_timeout,network_error,retry_immediate,False,retry_24h,True
TXN101086,4353.92,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101087,4527.13,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN101088,2157.58,network_error,network_error,retry_immediate,False,retry_24h,False
TXN101089,1770.55,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN101090,356.5,network_error,network_error,retry_immediate,True,retry_24h,False
TXN101091,3441.58,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN101092,1069.93,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN101093,2732.17,network_error,network_error,retry_immediate,True,retry_24h,False
TXN101094,3109.16,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101095,4455.08,network_error,bank_timeout,retry_2h,True,retry_24h,False
TXN101096,5767.62,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN101097,3794.49,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN101098,1344.19,network_error,network_error,suggest_alt_payment_method,False,retry_24h,False
TXN101099,3201.4,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101100,1256.27,network_error,network_error,retry_immediate,True,retry_24h,False
TXN101101,769.03,insufficient_funds,insufficient_funds,suggest_alt_payment_method,True,retry_24h,False
TXN101102,2849.89,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101103,3295.88,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN101104,1704.41,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN101105,1280.41,network_error,network_error,retry_immediate,False,retry_24h,False
TXN101106,9540.07,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101107,3703.86,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN101108,1668.4,network_error,network_error,retry_immediate,True,retry_24h,True
TXN101109,2288.82,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,True
TXN101110,1208.97,network_error,network_error,retry_immediate,True,retry_24h,False
TXN101111,8344.06,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,True
TXN101112,7773.41,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN101113,12153.32,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN101114,2992.2,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN101115,4420.61,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101116,3906.08,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN101117,4362.1,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN101118,6387.24,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN101119,3685.49,network_error,network_error,retry_immediate,True,retry_24h,True
TXN101120,535.41,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN101121,3953.14,network_error,network_error,retry_immediate,True,retry_24h,True
TXN101122,2030.21,network_error,network_error,retry_immediate,False,retry_24h,True
TXN101123,2095.88,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN101124,577.25,network_error,network_error,retry_immediate,True,retry_24h,True
TXN101125,3469.6,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN101126,1494.94,network_error,network_error,retry_immediate,True,retry_24h,False
TXN101127,2054.63,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN101128,7696.79,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101129,597.37,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN101130,1642.38,network_error,network_error,retry_immediate,True,retry_24h,True
TXN101131,696.64,bank_timeout,bank_timeout,retry_24h,True,retry_24h,True
TXN101132,2509.71,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN101133,1179.7,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN101134,5303.19,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,True
TXN101135,1526.0,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN101136,6134.42,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN101137,1239.88,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN101138,1291.48,network_error,network_error,retry_immediate,False,retry_24h,True
TXN101139,7071.07,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN101140,1133.06,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN101141,4282.32,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN101142,1020.15,bank_timeout,bank_timeout,retry_24h,True,retry_24h,True
TXN101143,4079.16,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN101144,482.05,network_error,network_error,retry_immediate,False,retry_24h,False
TXN101145,649.14,network_error,network_error,retry_immediate,False,retry_24h,False
TXN101146,1938.47,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN101147,10443.44,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN101148,634.23,insufficient_funds,insufficient_funds,suggest_alt_payment_method,False,retry_24h,False
TXN101149,2098.93,network_error,bank_timeout,retry_2h,False,retry_24h,False
TXN101150,1469.99,network_error,network_error,retry_immediate,True,retry_24h,True
TXN101151,12308.61,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN101152,5611.66,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN101153,4148.22,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
